"","Protein","Function","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","score"
"CMA001C","Similar to trefoil factor","nan",226.503456107217,1.30465949763041,0.262084521815133,4.97801048529938,6.42411769497436e-07,1.47182083680123e-06,17.5202857784349
"CMA004C","Mitochondrial pyruvate carrier","Mediates the uptake of pyruvate into mitochondria. {ECO:0000256|RuleBase:RU363100}.",2642.59504435577,0.286721825501221,0.074265291876429,3.86077827551397,0.000113026434656184,0.00020945754976653,2.42881756336306
"CMA007C","Serine O-acetyltransferase (EC 2.3.1.30)","nan",5833.28703784062,0.201770588372401,0.0462852866957978,4.35928137808682,1.30490242098968e-05,2.64790026627635e-05,2.1264922097593
"CMA008C","ORF1050","nan",12.284500109377,-1.87534293605691,0.583694883707183,-3.21288225818628,0.00131410149012396,0.00216386081206598,11.506844032711
"CMA010C","Uncharacterized protein","nan",2423.15993883656,-0.31660222033788,0.0563222115353698,-5.62126755514664,1.89561426461981e-08,4.9158467661055e-08,5.32785077888479
"CMA011C","Probable aminoacylase I","nan",1706.26631649978,0.431256318180959,0.115795369369093,3.72429675323498,0.00019586043102027,0.000353796203179001,3.42710318451112
"CMA013C","Polyketide_cyc domain-containing protein","nan",3970.32370714133,-0.547998701655667,0.063035334298964,-8.69351622784483,3.51391450950164e-18,1.67871908077353e-17,21.1669515608212
"CMA017C","Probable lysophosphatidic acid acyltransferase","nan",4734.4500135341,1.3252857427798,0.0536663753582185,24.6948994399869,1.21330992471132e-134,9.35575699757868e-133,402.89723681899
"CMA019C","B-related factor 1","nan",2435.50427047165,-0.534542854160143,0.0969269082507403,-5.51490668388321,3.48965067253541e-08,8.88160189219302e-08,8.67921132401045
"CMA022C","Uncharacterized protein","nan",3162.31752882263,-0.497099551361503,0.0663366892218569,-7.49358397581465,6.70179205640181e-14,2.49798669171774e-13,14.424894992496
"CMA023C","MYB-related protein","nan",7401.47372783885,-0.508671919187326,0.103992923968249,-4.89140895146511,1.00116703981815e-06,2.25811670086954e-06,6.61323314794307
"CMA027C","Uncharacterized protein","nan",2638.86649711838,-0.780697386820343,0.064615255064845,-12.0822456869801,1.31089817122454e-33,1.14298276943341e-32,57.4195758596602
"CMA029C","Uncharacterized protein","nan",2449.09577855252,-0.459838975794606,0.132607038138767,-3.4676815216505,0.000524969051412853,0.000906798133959548,3.22144365101976
"CMA030C","Pyruvate kinase (EC 2.7.1.40)","nan",7494.22790250303,-0.257135306023636,0.072435287413099,-3.54986243869222,0.000385432497870417,0.000672361038172679,1.87830015330392
"CMA033C","ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase)","Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ATP, which is converted to ADP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. {ECO:0000256|HAMAP-Rule:MF_03157}.",2002.00121910748,0.885016494584578,0.059329739215991,14.916911927805,2.55842614278942e-50,3.63856859212271e-49,98.7103848135427
