Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00970,Aminoacyl-tRNA biosynthesis,0.9171367081278397,"['CYME_CMJ098C', 'CYME_CMP205C', 'CYME_CMS024C', 'CYME_CME037C']",3 1449 90 108
cme02010,ABC transporters,1.0,[],-1 1449 90 8
cme03008,Ribosome biogenesis in eukaryotes,0.8246076323412211,"['CYME_CMI184C', 'CYME_CMP128C', 'CYME_CMB146C']",2 1449 90 70
cme03010,Ribosome,0.0024932457771330457,"['CYME_CMT159C', 'CYME_CMD140C', 'CYME_CMT410C', 'CYME_CMR148C', 'CYME_CMG109C', 'CYME_CMI140C', 'CYME_CMN125C', 'CYME_CMT627C', 'CYME_CMP006C', 'CYME_CMO310C', 'CYME_CMC053C', 'CYME_CMK118C', 'CYME_CMQ078C', 'CYME_CMR287C', 'CYME_CMM253C', 'CYME_CMG057C', 'CYME_CMA082C']",16 1449 90 134
cme03013,RNA transport,0.9816425618128451,['CYME_CMH126C'],0 1449 90 61
cme03015,mRNA surveillance pathway,0.6672054231666696,"['CYME_CME108C', 'CYME_CMS430C']",1 1449 90 36
cme03018,RNA degradation,1.0,[],-1 1449 90 46
cme03020,RNA polymerase,1.0,[],-1 1449 90 24
cme03022,Basal transcription factors,1.0,[],-1 1449 90 24
cme03030,DNA replication,0.31951438482618943,"['CYME_CMP045C', 'CYME_CMP356C', 'CYME_CMD025C']",2 1449 90 32
cme03040,Spliceosome,0.9430527892948823,['CYME_CML202C'],0 1449 90 44
cme03050,Proteasome,1.0,[],-1 1449 90 38
cme03060,Protein export,1.0,[],-1 1449 90 23
cme03410,Base excision repair,0.773849018660947,['CYME_CML249C'],0 1449 90 23
cme03420,Nucleotide excision repair,0.9305619597149237,['CYME_CMP045C'],0 1449 90 41
cme03430,Mismatch repair,0.7250746489570414,['CYME_CMP045C'],0 1449 90 20
cme03440,Homologous recombination,1.0,[],-1 1449 90 19
cme03450,Non-homologous end-joining,1.0,[],-1 1449 90 4
cme04016,MAPK signaling pathway - plant,0.31984497389158456,['CYME_CMI050C'],0 1449 90 6
cme04070,Phosphatidylinositol signaling system,1.0,[],-1 1449 90 15
cme04120,Ubiquitin mediated proteolysis,0.7929525379189966,"['CYME_CMN125C', 'CYME_CMP321C']",1 1449 90 46
cme04122,Sulfur relay system,1.0,[],-1 1449 90 8
cme04130,SNARE interactions in vesicular transport,1.0,[],-1 1449 90 15
cme04136,Autophagy - other,1.0,[],-1 1449 90 4
cme04141,Protein processing in endoplasmic reticulum,1.0,[],-1 1449 90 58
cme04144,Endocytosis,0.8568554548853441,['CYME_CMB008C'],0 1449 90 30
cme04145,Phagosome,1.0,[],-1 1449 90 22
cme04146,Peroxisome,0.0017740515481622938,"['CYME_CMQ436C', 'CYME_CMN023C', 'CYME_CMG206C', 'CYME_CMT216C', 'CYME_CMI050C', 'CYME_CMT028C', 'CYME_CMT459C']",6 1449 90 30
cme04712,Circadian rhythm - plant,0.31984497389158456,['CYME_CMP128C'],0 1449 90 6
cme00010,Glycolysis / Gluconeogenesis,0.9533171676128441,['CYME_CMK098C'],0 1449 90 47
cme00020,Citrate cycle (TCA cycle),0.8258101279256556,['CYME_CMT216C'],0 1449 90 27
cme00030,Pentose phosphate pathway,1.0,[],-1 1449 90 33
cme00040,Pentose and glucuronate interconversions,0.4744507108227687,['CYME_CMT471C'],0 1449 90 10
cme00051,Fructose and mannose metabolism,1.0,[],-1 1449 90 15
cme00052,Galactose metabolism,0.5073203675482068,['CYME_CMP078C'],0 1449 90 11
cme00053,Ascorbate and aldarate metabolism,0.5073203675482068,['CYME_CMT471C'],0 1449 90 11
cme00061,Fatty acid biosynthesis,0.23791409212614553,"['CYME_CMS299C', 'CYME_CMT459C']",1 1449 90 15
cme00062,Fatty acid elongation,1.0,[],-1 1449 90 7
cme00071,Fatty acid degradation,0.026571203091699122,"['CYME_CMR380C', 'CYME_CML080C', 'CYME_CMT459C']",2 1449 90 11
cme00072,Synthesis and degradation of ketone bodies,0.22645605238141253,['CYME_CMM189C'],0 1449 90 4
cme00100,Steroid biosynthesis,1.0,[],-1 1449 90 11
cme00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.1910492866251721,"['CYME_CMI063C', 'CYME_CMS413C']",1 1449 90 13
cme00190,Oxidative phosphorylation,0.9877313405063661,['CYME_CMR255C'],0 1449 90 67
cme00195,Photosynthesis,0.08471034772188374,"['CymeCp122', 'CYME_CMI248C', 'CYME_CMI290C', 'CYME_CMP086C', 'CYME_CMT182C', 'CYME_CMC133C']",5 1449 90 50
cme00196,Photosynthesis - antenna proteins,0.0008048464498372225,"['CYME_CMN234C', 'CYME_CMO250C', 'CYME_CMP166C', 'CYME_CMQ142C']",3 1449 90 8
cme00220,Arginine biosynthesis,1.0,[],-1 1449 90 14
cme00230,Purine metabolism,1.0,[],-1 1449 90 49
cme00240,Pyrimidine metabolism,1.0,[],-1 1449 90 26
cme00250,"Alanine, aspartate and glutamate metabolism",0.7423897515423665,['CYME_CMI015C'],0 1449 90 21
cme00260,"Glycine, serine and threonine metabolism",0.30198233579213984,"['CYME_CMS425C', 'CYME_CMG123C', 'CYME_CMF098C']",2 1449 90 31
cme00261,Monobactam biosynthesis,0.3622662852907586,['CYME_CMG123C'],0 1449 90 7
