Pathway,Decription,Pvalue,Genes,"k,T,m,q"
cme00970,Aminoacyl-tRNA biosynthesis,0.9934823613826855,"['CYME_CME015C', 'CYME_CMP205C']",1 1449 90 108
cme02010,ABC transporters,1.0,[],-1 1449 90 8
cme03008,Ribosome biogenesis in eukaryotes,1.0,[],-1 1449 90 70
cme03010,Ribosome,2.3231503407012175e-18,"['CYME_CMA114C', 'CYME_CMS189C', 'CYME_CMN125C', 'CYME_CMT402C', 'CYME_CMJ289C', 'CYME_CMN315C', 'CYME_CMB004C', 'CYME_CME046C', 'CYME_CMM253C', 'CYME_CMB018C', 'CYME_CMQ118C', 'CYME_CMT410C', 'CYME_CMQ463C', 'CYME_CMI059C', 'CYME_CMQ051C', 'CYME_CMQ078C', 'CYME_CMT154C', 'CYME_CMI140C', 'CYME_CMJ110C', 'CYME_CMO287C', 'CYME_CMK273C', 'CYME_CMG118C', 'CYME_CMA082C', 'CYME_CMH218C', 'CYME_CMO310C', 'CYME_CMH071C', 'CYME_CMP012C', 'CYME_CMR150C', 'CYME_CMT627C', 'CYME_CML305C', 'CYME_CMG109C', 'CYME_CML304C', 'CYME_CMR148C', 'CYME_CMK118C', 'CYME_CMG057C', 'CYME_CMD140C', 'CYME_CMT159C', 'CYME_CMR287C']",37 1449 90 134
cme03013,RNA transport,1.0,[],-1 1449 90 61
cme03015,mRNA surveillance pathway,1.0,[],-1 1449 90 36
cme03018,RNA degradation,0.9501172781108518,['CYME_CMB021C'],0 1449 90 46
cme03020,RNA polymerase,1.0,[],-1 1449 90 24
cme03022,Basal transcription factors,1.0,[],-1 1449 90 24
cme03030,DNA replication,1.0,[],-1 1449 90 32
cme03040,Spliceosome,0.9430527892948823,['CYME_CML202C'],0 1449 90 44
cme03050,Proteasome,1.0,[],-1 1449 90 38
cme03060,Protein export,1.0,[],-1 1449 90 23
cme03410,Base excision repair,1.0,[],-1 1449 90 23
cme03420,Nucleotide excision repair,1.0,[],-1 1449 90 41
cme03430,Mismatch repair,1.0,[],-1 1449 90 20
cme03440,Homologous recombination,1.0,[],-1 1449 90 19
cme03450,Non-homologous end-joining,1.0,[],-1 1449 90 4
cme04016,MAPK signaling pathway - plant,1.0,[],-1 1449 90 6
cme04070,Phosphatidylinositol signaling system,1.0,[],-1 1449 90 15
cme04120,Ubiquitin mediated proteolysis,0.9501172781108518,['CYME_CMN125C'],0 1449 90 46
cme04122,Sulfur relay system,1.0,[],-1 1449 90 8
cme04130,SNARE interactions in vesicular transport,1.0,[],-1 1449 90 15
cme04136,Autophagy - other,1.0,[],-1 1449 90 4
cme04141,Protein processing in endoplasmic reticulum,1.0,[],-1 1449 90 58
cme04144,Endocytosis,1.0,[],-1 1449 90 30
cme04145,Phagosome,1.0,[],-1 1449 90 22
cme04146,Peroxisome,0.2845093487007776,"['CYME_CMT028C', 'CYME_CMG206C', 'CYME_CMT459C']",2 1449 90 30
cme04712,Circadian rhythm - plant,1.0,[],-1 1449 90 6
cme00010,Glycolysis / Gluconeogenesis,0.8029223610680003,"['CymeCp128', 'CYME_CMN233C']",1 1449 90 47
cme00020,Citrate cycle (TCA cycle),0.23286169946901444,"['CYME_CMM068C', 'CymeCp128', 'CYME_CMN233C']",2 1449 90 27
cme00030,Pentose phosphate pathway,0.3370670549485191,"['CYME_CMI084C', 'CYME_CMO291C', 'CYME_CMT633C']",2 1449 90 33
cme00040,Pentose and glucuronate interconversions,0.12408451803944011,"['CYME_CMI084C', 'CYME_CMT633C']",1 1449 90 10
cme00051,Fructose and mannose metabolism,1.0,[],-1 1449 90 15
cme00052,Galactose metabolism,1.0,[],-1 1449 90 11
cme00053,Ascorbate and aldarate metabolism,1.0,[],-1 1449 90 11
cme00061,Fatty acid biosynthesis,0.23791409212614553,"['CYME_CMM286C', 'CYME_CMT459C']",1 1449 90 15
cme00062,Fatty acid elongation,1.0,[],-1 1449 90 7
cme00071,Fatty acid degradation,0.5073203675482068,['CYME_CMT459C'],0 1449 90 11
cme00072,Synthesis and degradation of ketone bodies,0.22645605238141253,['CYME_CMM189C'],0 1449 90 4
cme00100,Steroid biosynthesis,1.0,[],-1 1449 90 11
cme00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.5670812034494335,['CYME_CMS413C'],0 1449 90 13
cme00190,Oxidative phosphorylation,0.9305155502891461,"['CYME_CMQ087C', 'CYME_CMR255C']",1 1449 90 67
cme00195,Photosynthesis,0.00014400397700089246,"['CymeCp178', 'CymeCp107', 'CYME_CMQ087C', 'CymeCp203', 'CYME_CMI290C', 'CymeCp122', 'CymeCp119', 'CYME_CMT182C', 'CymeCp199', 'CYME_CMC133C', 'CYME_CMI248C']",10 1449 90 50
cme00196,Photosynthesis - antenna proteins,0.0008048464498372225,"['CYME_CMQ142C', 'CYME_CMO250C', 'CYME_CMN234C', 'CYME_CMP166C']",3 1449 90 8
cme00220,Arginine biosynthesis,0.21435488592699586,"['CymeCp134', 'CYME_CMM066C']",1 1449 90 14
cme00230,Purine metabolism,0.9591203116813649,['CYME_CML194C'],0 1449 90 49
cme00240,Pyrimidine metabolism,1.0,[],-1 1449 90 26
cme00250,"Alanine, aspartate and glutamate metabolism",0.7423897515423665,['CYME_CMM066C'],0 1449 90 21
cme00260,"Glycine, serine and threonine metabolism",0.8659343900930438,['CYME_CMG123C'],0 1449 90 31
cme00261,Monobactam biosynthesis,0.3622662852907586,['CYME_CMG123C'],0 1449 90 7
cme00270,Cysteine and methionine metabolism,0.7235256634379092,"['CYME_CMG123C', 'CYME_CMO012C']",1 1449 90 40
cme00280,"Valine, leucine and isoleucine degradation",0.4014350109353141,"['CYME_CMT073C', 'CYME_CMM189C']",1 1449 90 22
cme00290,"Valine, leucine and isoleucine biosynthesis",0.14575414358348943,"['CYME_CMO094C', 'CYME_CMQ337C']",1 1449 90 11
cme00300,Lysine biosynthesis,0.4020693604117807,['CYME_CMG123C'],0 1449 90 8
cme00310,Lysine degradation,1.0,[],-1 1449 90 9
cme00330,Arginine and proline metabolism,0.6435344511753592,['CYME_CMO012C'],0 1449 90 16
cme00332,Carbapenem biosynthesis,1.0,[],-1 1449 90 2
cme00340,Histidine metabolism,1.0,[],-1 1449 90 11
cme00350,Tyrosine metabolism,1.0,[],-1 1449 90 15
cme00360,Phenylalanine metabolism,1.0,[],-1 1449 90 11
cme00380,Tryptophan metabolism,1.0,[],-1 1449 90 13
cme00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",1.0,[],-1 1449 90 23
cme00410,beta-Alanine metabolism,1.0,[],-1 1449 90 10
cme00430,Taurine and hypotaurine metabolism,1.0,[],-1 1449 90 3
cme00440,Phosphonate and phosphinate metabolism,1.0,[],-1 1449 90 2
cme00450,Selenocompound metabolism,0.5381556713859498,['CYME_CME015C'],0 1449 90 12
cme00460,Cyanoamino acid metabolism,1.0,[],-1 1449 90 6
cme00472,D-Arginine and D-ornithine metabolism,1.0,[],-1 1449 90 12
cme00480,Glutathione metabolism,1.0,[],-1 1449 90 28
cme00500,Starch and sucrose metabolism,1.0,[],-1 1449 90 24
cme00510,N-Glycan biosynthesis,1.0,[],-1 1449 90 23
cme00511,Other glycan degradation,1.0,[],-1 1449 90 3
cme00513,Various types of N-glycan biosynthesis,1.0,[],-1 1449 90 15
cme00514,Other types of O-glycan biosynthesis,1.0,[],-1 1449 90 6
cme00515,Mannose type O-glycan biosynthesis,1.0,[],-1 1449 90 6
cme00520,Amino sugar and nucleotide sugar metabolism,1.0,[],-1 1449 90 32
cme00523,Polyketide sugar unit biosynthesis,1.0,[],-1 1449 90 9
cme00561,Glycerolipid metabolism,1.0,[],-1 1449 90 19
cme00562,Inositol phosphate metabolism,1.0,[],-1 1449 90 16
cme00564,Glycerophospholipid metabolism,1.0,[],-1 1449 90 29
cme00565,Ether lipid metabolism,1.0,[],-1 1449 90 7
cme00590,Arachidonic acid metabolism,1.0,[],-1 1449 90 4
cme00592,alpha-Linolenic acid metabolism,1.0,[],-1 1449 90 3
cme00600,Sphingolipid metabolism,1.0,[],-1 1449 90 10
cme00620,Pyruvate metabolism,0.49072199871496025,"['CYME_CMQ337C', 'CymeCp128', 'CYME_CMN233C']",2 1449 90 42
cme00630,Glyoxylate and dicarboxylate metabolism,0.31951438482618943,"['CYME_CMM068C', 'CymeCp014', 'CymeCp013']",2 1449 90 32
cme00640,Propanoate metabolism,1.0,[],-1 1449 90 23
cme00650,Butanoate metabolism,0.4744507108227687,['CYME_CMM189C'],0 1449 90 10
cme00660,C5-Branched dibasic acid metabolism,0.17511463992919538,['CYME_CMO094C'],0 1449 90 3
cme00670,One carbon pool by folate,0.5073203675482068,['CYME_CML194C'],0 1449 90 11
cme00710,Carbon fixation in photosynthetic organisms,0.0001806386413496952,"['CYME_CMF117C', 'CymeCp014', 'CymeCp013', 'CYME_CMI084C', 'CYME_CMM066C', 'CYME_CMO291C', 'CYME_CMJ042C', 'CYME_CMT633C']",7 1449 90 28
cme00730,Thiamine metabolism,1.0,[],-1 1449 90 12
cme00740,Riboflavin metabolism,1.0,[],-1 1449 90 8
cme00750,Vitamin B6 metabolism,1.0,[],-1 1449 90 7
cme00760,Nicotinate and nicotinamide metabolism,1.0,[],-1 1449 90 14
cme00770,Pantothenate and CoA biosynthesis,1.0,[],-1 1449 90 12
cme00780,Biotin metabolism,0.4394140915449046,['CYME_CMM286C'],0 1449 90 9
cme00785,Lipoic acid metabolism,1.0,[],-1 1449 90 5
cme00790,Folate biosynthesis,1.0,[],-1 1449 90 15
cme00860,Porphyrin and chlorophyll metabolism,0.00013588603460072652,"['CYME_CMG217C', 'CYME_CMD104C', 'CYME_CMH209C', 'CYME_CMP083C', 'CYME_CME132C', 'CYME_CMO212C', 'CYME_CMP285C', 'CYME_CME194C']",7 1449 90 27
cme00900,Terpenoid backbone biosynthesis,0.7250746489570414,['CYME_CMM189C'],0 1449 90 20
cme00906,Carotenoid biosynthesis,1.0,[],-1 1449 90 5
cme00909,Sesquiterpenoid and triterpenoid biosynthesis,1.0,[],-1 1449 90 2
cme00910,Nitrogen metabolism,1.0,[],-1 1449 90 8
cme00920,Sulfur metabolism,1.0,[],-1 1449 90 15
cme00940,Phenylpropanoid biosynthesis,1.0,[],-1 1449 90 12
cme00950,Isoquinoline alkaloid biosynthesis,1.0,[],-1 1449 90 6
cme00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,[],-1 1449 90 7
cme00966,Glucosinolate biosynthesis,1.0,[],-1 1449 90 3
cme01040,Biosynthesis of unsaturated fatty acids,1.0,[],-1 1449 90 7
cme01100,Metabolic pathways,0.8141057567594501,"['CYME_CMO094C', 'CYME_CME015C', 'CYME_CMG217C', 'CYME_CMD104C', 'CYME_CMH209C', 'CYME_CMM068C', 'CYME_CML194C', 'CYME_CMF117C', 'CYME_CMT073C', 'CYME_CMQ337C', 'CYME_CMQ142C', 'CYME_CMP083C', 'CYME_CME132C', 'CymeCp107', 'CYME_CMQ087C', 'CymeCp014', 'CYME_CMO250C', 'CYME_CMN234C', 'CymeCp128', 'CYME_CMM286C', 'CymeCp013', 'CYME_CMO212C', 'CYME_CMS413C', 'CYME_CMP166C', 'CymeCp134', 'CymeCp122', 'CymeCp119', 'CYME_CMM189C', 'CYME_CMG123C', 'CYME_CMI084C', 'CYME_CMM066C', 'CYME_CMO291C', 'CymeCp199', 'CYME_CMJ042C', 'CYME_CMN233C', 'CYME_CMP285C', 'CYME_CMT633C', 'CYME_CME194C', 'CYME_CMO012C', 'CYME_CMT459C']",39 1449 90 702
cme01110,Biosynthesis of secondary metabolites,0.49731388953337285,"['CYME_CMO094C', 'CYME_CMG217C', 'CYME_CMD104C', 'CYME_CMH209C', 'CYME_CMM068C', 'CYME_CML194C', 'CYME_CMQ337C', 'CYME_CMP083C', 'CYME_CME132C', 'CymeCp014', 'CymeCp128', 'CymeCp013', 'CYME_CMO212C', 'CYME_CMS413C', 'CymeCp134', 'CYME_CMM189C', 'CYME_CMG123C', 'CYME_CMI084C', 'CYME_CMO291C', 'CYME_CMN233C', 'CYME_CMP285C', 'CYME_CMT633C', 'CYME_CME194C']",22 1449 90 363
cme01200,Carbon metabolism,0.07227902039543875,"['CYME_CMM068C', 'CYME_CMF117C', 'CymeCp014', 'CymeCp128', 'CymeCp013', 'CYME_CMI084C', 'CYME_CMM066C', 'CYME_CMO291C', 'CYME_CMJ042C', 'CYME_CMN233C', 'CYME_CMT633C']",10 1449 90 110
