"","Protein","Function","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","score"
"CMA001C","Similar to trefoil factor","nan",226.503456107217,4.12797826593666,0.237668355776136,17.3686490675472,1.42542499330585e-67,1.70326206827225e-66,625.13306515174
"CMA005C","Calcium-binding mitochondrial carrier Aralar","nan",2789.153323498,-0.215995220312724,0.0632228292221892,-3.41641180836173,0.000634522126712974,0.000988436456858753,1.49455434665646
"CMA007C","Serine O-acetyltransferase (EC 2.3.1.30)","nan",5833.28703784062,0.221563349789932,0.0466658164337198,4.74787256973468,2.05567481195526e-06,3.87944749407235e-06,2.7606389723992
"CMA009C","NAD-dependent sorbitol dehydrogenase","nan",4175.66281885942,0.60090978367565,0.0566252039752335,10.612055083077,2.61923721751677e-26,1.18804555776151e-25,34.4876052476196
"CMA010C","Uncharacterized protein","nan",2423.15993883656,-0.646416931137842,0.0569734937546023,-11.345924017265,7.77010871353834e-30,3.92884083005243e-29,42.2799486894025
"CMA013C","Polyketide_cyc domain-containing protein","nan",3970.32370714133,-0.426897184439178,0.0632352919488791,-6.75093245057352,1.46897984028716e-11,3.71955644526278e-11,10.2518639934989
"CMA017C","Probable lysophosphatidic acid acyltransferase","nan",4734.4500135341,0.879990018278929,0.054086561534858,16.2700307304946,1.61076899940585e-59,1.6664874239136e-58,117.073183282406
"CMA019C","B-related factor 1","nan",2435.50427047165,-0.449736627001043,0.0970260562120166,-4.63521495729251,3.56566754052295e-06,6.59541578428815e-06,5.36496926552879
"CMA021C","Similar to DnaJ-like protein","nan",27188.3096671805,-0.686666991363115,0.131932778573727,-5.2046731584554,1.94338340336646e-07,3.92093094669399e-07,10.1295511465918
"CMA022C","Uncharacterized protein","nan",3162.31752882263,-0.434146153085106,0.0664085656552639,-6.53750233575017,6.25546684053047e-11,1.54199444845244e-10,9.80856603034202
"CMA023C","MYB-related protein","nan",7401.47372783885,-0.827658102065762,0.104302830432535,-7.93514517902856,2.10249239006595e-15,6.39297593652217e-15,27.0508269089208
"CMA025C","Bromo domain-containing protein","nan",4654.21498685041,0.588859133123387,0.0749897640623903,7.8525268146392,4.07737673007001e-15,1.21655708360916e-14,18.8671446675591
"CMA028C","PI31_Prot_N domain-containing protein","nan",730.465636304832,-0.518866282216233,0.137894003443892,-3.76279076143697,0.000168027777755452,0.000273759353985856,4.25639559295254
"CMA030C","Pyruvate kinase (EC 2.7.1.40)","nan",7494.22790250303,0.458174597819776,0.07244076719557,6.32481702716969,2.53532821661181e-10,6.08256915361171e-10,9.72265912411935
"CMA031C","Uncharacterized protein","nan",4957.49613766588,0.773916356948739,0.105035313414571,7.36815392642394,1.73006966477804e-13,4.79926576485646e-13,21.9522483425814
"CMA033C","ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase)","Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ATP, which is converted to ADP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. {ECO:0000256|HAMAP-Rule:MF_03157}.",2002.00121910748,1.29079452885948,0.0596486195399784,21.6399732100146,7.55471357913721e-104,1.82757409377658e-102,302.382417017291
"CMA034C","Uncharacterized protein","nan",6274.22011883644,1.46947251213226,0.0701170282341806,20.9574271634051,1.60532933953561e-97,3.42956722537153e-96,323.01318009266
"CMA035C","GTP--RNA guanylyltransferase (EC 2.7.7.50) (mRNA guanylyltransferase)","nan",2183.63777536956,0.545102136300066,0.0534442912788565,10.1994455021563,1.99407695411762e-24,8.45426956062752e-24,28.9598432344034
"CMA036C","Similar to tubulin folding cofactor B","nan",1746.82948281177,2.56727214735847,0.0947294110577843,27.1011095571201,9.55431138529409e-162,5.35801439618481e-160,941.508605955228
"CMA039C","Uncharacterized protein","nan",1757.35949236232,-0.289789306360386,0.0714545577392901,-4.05557483705539,5.00111565299075e-05,8.4958711695385e-05,2.71629519342343
"CMA040C","Citrate synthase","nan",1444.9072209839,-0.953750235101105,0.0950383841254436,-10.0354214129128,1.06503643819082e-23,4.37996235205973e-23,49.1013673267956
"CMA041C","UDP-glucose 4-epimerase (EC 5.1.3.2)","nan",19808.7270240562,0.618516493988946,0.0834353985647403,7.4131184680447,1.23363592248587e-13,3.441488568382e-13,17.750002093236
"CMA042C","Acetyl-CoA acetyltransferase","nan",3476.58678088139,-0.918074002059124,0.133824267091686,-6.86029538596414,6.8718306044225e-12,1.76535575392114e-11,22.731589218759
"CMA044C","Cryptochrome DASH","May have a photoreceptor function. {ECO:0000256|RuleBase:RU367151}.",1523.52041434811,-0.327891151629112,0.0502302710038586,-6.52775995582275,6.67605750588007e-11,1.64239001951736e-10,7.38728876079159
"CMA045C","Uncharacterized protein","nan",1771.32243063363,-0.837714989281767,0.0791627230303318,-10.5821901674705,3.60432830098114e-26,1.62145489200929e-25,47.8178635473073
"CMA046C","TPR_REGION domain-containing protein","nan",2382.6776531453,-0.915196041026215,0.0949091387054454,-9.6428653079085,5.2696142595021e-22,2.0396506957367e-21,43.6013198645376
"CMA048C","3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)","nan",4780.03005365023,0.569183801083542,0.0800303443631002,7.11209986178663,1.14290513523782e-12,3.04219894412008e-12,15.0938667768904
"CMA050C","CRC domain-containing protein","nan",1377.5729008803,1.45266539563734,0.111275556060539,13.0546675933664,5.97703439271947e-39,3.82576715020371e-38,125.156529151794
"CMA052C","Probable ornithine decarboxylase","nan",22073.8344187874,-0.472964231332534,0.0744805876636105,-6.35016782451642,2.15080156702082e-10,5.17766133329159e-10,10.1126835088625
"CMA056C","Uncharacterized protein","nan",6384.22909559354,-1.04166422005721,0.0896213531066429,-11.6229468084209,3.1507763244704e-31,1.65945369917411e-30,71.4280242526569
"CMA059C","Probable viral mRNA translation inhibitor SKI2","nan",2374.25343931939,-0.497325213426948,0.0944807096419129,-5.26377516968107,1.4112702004816e-07,2.87794150387467e-07,7.49022516892785
"CMA060C","Uncharacterized protein","nan",445.724271030503,-0.90725622786436,0.12085433923542,-7.50702236762104,6.04873956172188e-14,1.71161294364091e-13,26.6698583451349
"CMA062C","DNA polymerase iota, RAD30","nan",2470.6128529342,-0.860381034663388,0.086745790971727,-9.91841823131005,3.46198899408159e-23,1.40848439289305e-22,43.2895192380935
"CMA063C","Rhomboid domain-containing protein","nan",1788.65682770052,-0.445230959330829,0.076064164042619,-5.85336031671056,4.8173887317898e-09,1.07671256301552e-08,8.16854923662954
"CMA064C","Uncharacterized protein","nan",5078.41427288858,-0.219284332838508,0.0660073313166638,-3.32212086846099,0.00089335986149688,0.00137643800077649,1.44470138196504
"CMA065C","Uncharacterized protein","nan",5210.0703871856,-0.828748313252549,0.0839176526246188,-9.87573278484938,5.30438283462543e-23,2.14215460629104e-22,41.3504467300811
"CMA066C","DNA repair protein SMC6","nan",1775.12615978607,0.859928536229777,0.0835760664274005,10.2891721636213,7.88513603240703e-25,3.38964689197985e-24,46.4716701744678
"CMA067C","Mitochondrial ribosomal protein L32","nan",1247.75152936974,-0.315281147709972,0.0693631207629393,-4.54537143430298,5.48384620875667e-06,1.00381235312367e-05,3.62860867637417
"CMA068C","Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)","nan",1431.64482383812,-1.82125503042844,0.0871807383136761,-20.8905667198592,6.52406477026196e-97,1.38181371850827e-95,397.802506665948
"CMA069C","Uncharacterized protein","nan",7596.97568086358,-0.413419957286217,0.0832234758337775,-4.96758820926853,6.7790724954843e-07,1.3233671979911e-06,5.59577603078238
