"","Protein","Function","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","score"
"CMA001C","Similar to trefoil factor","nan",226.503456107217,1.30465949763041,0.262084521815133,4.97801048529938,6.42411769497436e-07,1.47182083680123e-06,17.5202857784349
"CMA004C","Mitochondrial pyruvate carrier","Mediates the uptake of pyruvate into mitochondria. {ECO:0000256|RuleBase:RU363100}.",2642.59504435577,0.286721825501221,0.074265291876429,3.86077827551397,0.000113026434656184,0.00020945754976653,2.42881756336306
"CMA005C","Calcium-binding mitochondrial carrier Aralar","nan",2789.153323498,-0.0622684849142022,0.0630458415149749,-0.987669978192169,0.323314302222084,0.371405046896179,0.0616745706775983
"CMA007C","Serine O-acetyltransferase (EC 2.3.1.30)","nan",5833.28703784062,0.201770588372401,0.0462852866957978,4.35928137808682,1.30490242098968e-05,2.64790026627635e-05,2.1264922097593
"CMA008C","ORF1050","nan",12.284500109377,-1.87534293605691,0.583694883707183,-3.21288225818628,0.00131410149012396,0.00216386081206598,11.506844032711
"CMA009C","NAD-dependent sorbitol dehydrogenase","nan",4175.66281885942,0.152656542116862,0.0568147169262263,2.68691899521537,0.00721144391964781,0.0108138789861629,0.691064698384326
"CMA010C","Uncharacterized protein","nan",2423.15993883656,-0.31660222033788,0.0563222115353698,-5.62126755514664,1.89561426461981e-08,4.9158467661055e-08,5.32785077888479
"CMA011C","Probable aminoacylase I","nan",1706.26631649978,0.431256318180959,0.115795369369093,3.72429675323498,0.00019586043102027,0.000353796203179001,3.42710318451112
"CMA013C","Polyketide_cyc domain-containing protein","nan",3970.32370714133,-0.547998701655667,0.063035334298964,-8.69351622784483,3.51391450950164e-18,1.67871908077353e-17,21.1669515608212
"CMA015C","Uncharacterized protein","nan",3124.04016105708,-0.108597521565009,0.0575113113524365,-1.88828108786304,0.0589882248592696,0.078254280939325,0.27668386870674
"CMA016C","Similar to transcription factor IIA large subunit","nan",2196.73309911122,-0.150343891781345,0.0769800409020813,-1.95302431668727,0.0508167138866924,0.0683139425308709,0.403469091713746
"CMA017C","Probable lysophosphatidic acid acyltransferase","nan",4734.4500135341,1.3252857427798,0.0536663753582185,24.6948994399869,1.21330992471132e-134,9.35575699757868e-133,402.89723681899
"CMA019C","B-related factor 1","nan",2435.50427047165,-0.534542854160143,0.0969269082507403,-5.51490668388321,3.48965067253541e-08,8.88160189219302e-08,8.67921132401045
"CMA021C","Similar to DnaJ-like protein","nan",27188.3096671805,-0.0201047492747685,0.131858477972173,-0.152472177625251,0.878814532888681,0.897733330533149,0.00216894486565307
"CMA022C","Uncharacterized protein","nan",3162.31752882263,-0.497099551361503,0.0663366892218569,-7.49358397581465,6.70179205640181e-14,2.49798669171774e-13,14.424894992496
"CMA023C","MYB-related protein","nan",7401.47372783885,-0.508671919187326,0.103992923968249,-4.89140895146511,1.00116703981815e-06,2.25811670086954e-06,6.61323314794307
"CMA024C","Cupin type-1 domain-containing protein","nan",4.40403572979596,0.191263557625776,0.752125651119503,0.254297346914162,0.799265849306766,0.82778110521068,0.0361500604309762
