"","Protein","Function","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","score"
"CMA001C","Similar to trefoil factor","nan",226.503456107217,1.26065561668791,0.208125213712069,6.05719794446416,1.38513103124216e-09,6.56639926914513e-09,23.7523909368697
"CMA004C","Mitochondrial pyruvate carrier","Mediates the uptake of pyruvate into mitochondria. {ECO:0000256|RuleBase:RU363100}.",2642.59504435577,0.293908641118071,0.0752550399753294,3.90550109619797,9.4030332113668e-05,0.000263210260340869,2.42255883778106
"CMA007C","Serine O-acetyltransferase (EC 2.3.1.30)","nan",5833.28703784062,0.204541666172807,0.0474685590893519,4.30899252256194,1.63999912261101e-05,5.12564640284061e-05,2.02059938011762
"CMA009C","NAD-dependent sorbitol dehydrogenase","nan",4175.66281885942,0.437815027801515,0.0557733016162546,7.8499033608209,4.16357972805412e-15,3.11322211484046e-14,13.6162807472982
"CMA010C","Uncharacterized protein","nan",2423.15993883656,0.25031095597891,0.0588145392791499,4.25593669604153,2.08175607015206e-05,6.40889969195286e-05,2.41681181986491
"CMA011C","Probable aminoacylase I","nan",1706.26631649978,0.479715572433289,0.11589393675597,4.13926376013436,3.48422182176517e-05,0.000104146787949189,4.39885231296635
"CMA015C","Uncharacterized protein","nan",3124.04016105708,-0.231674909956779,0.0552216039712871,-4.1953672710637,2.72429783850662e-05,8.29389872487982e-05,2.17714302991802
"CMA021C","Similar to DnaJ-like protein","nan",27188.3096671805,0.564650081774238,0.132260921965103,4.26921325955387,1.96163648045452e-05,6.06938936115551e-05,5.48256452779638
"CMA022C","Uncharacterized protein","nan",3162.31752882263,-0.418733290569573,0.0664650187616526,-6.30005525269126,2.97539561810101e-10,1.50292501282789e-09,8.50692381791591
"CMA023C","MYB-related protein","nan",7401.47372783885,-0.926469114926916,0.105966046751393,-8.74307519559078,2.26849591933502e-18,2.15703802734457e-17,35.5534473848085
"CMA024C","Cupin type-1 domain-containing protein","nan",4.40403572979596,4.2088863066038,1.42581707146991,2.95191184817611,0.00315813075693824,0.00674983771567355,21.0370104941683
"CMA025C","Bromo domain-containing protein","nan",4654.21498685041,-0.357672445741767,0.0749824607704652,-4.77008145727128,1.84151436417068e-06,6.45445553066926e-06,4.27445036333718
"CMA027C","Uncharacterized protein","nan",2638.86649711838,-0.259906614041008,0.0619735284004893,-4.19383276616789,2.74280224454472e-05,8.3450857440371e-05,2.44084867344923
"CMA028C","PI31_Prot_N domain-containing protein","nan",730.465636304832,-0.429418122783945,0.143021557656682,-3.0024713044641,0.00267797219209605,0.00579132023137336,2.21210236810831
"CMA029C","Uncharacterized protein","nan",2449.09577855252,-0.414885449212279,0.131152056206119,-3.16339263915346,0.00155941857145212,0.00355132932631114,2.34013369822427
"CMA030C","Pyruvate kinase (EC 2.7.1.40)","nan",7494.22790250303,-0.393648381774962,0.0707913274723672,-5.5606865393027,2.68715460328836e-08,1.15013945943001e-07,6.28979747336538
